Четверг 12 мар.2026г.  17:59,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ЖЕЛЕЗНОДОРОЖНЫХ СТАНЦИЙ,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ОСТАНОВОЧНЫХ ПУНКТОВ И ПЛАТФОРМ,,,,,
№ п/п,Наименование пункта,Операции,Дорога,Код станции,
  505.,Березовское,О,58 Ю-Вост (Р),585728,
  506.,Березовцы,О,13 Бел,162313,
  507.,Березовый,О,28 Сев (Р),299821,
  508.,Березовый,О,51 С-Кав (Р),520719,
  509.,Берека,О,43 Южн (У),443315,
  510.,Берестовая,О,43 Южн (У),431661,
  511.,Берешть,О,39 Млд,392017,
  512.,Берёзка,О,83 З-Сиб (Р),852233,
  513.,Берёзка,О,83 З-Сиб (Р),871226,
  514.,Берёзовка,О,80 Ю-Ур (Р),827886,
  515.,Берёзово,О,17 Моск (Р),213445,
  516.,Берёзовский,О,83 З-Сиб (Р),871910,
  517.,Берзупе,О,09 Лат,093013,
  518.,Беркарар,О,75 Трк,756017,
  519.,Беркутский,О,76 Сверд (Р),790732,
  520.,Берлебаш,О,35 Льв (У),386201,
  521.,Берлога,О,76 Сверд (Р),783226,
  522.,Бермедский,О,51 С-Кав (Р),527046,
  523.,Бернгардовка,О,01 Окт (Р),036727,
  524.,Беседовщина,О,43 Южн (У),428324,
  525.,Беслахуба,О,57 Грз,573311,
  526.,Бессергеновка,О,51 С-Кав (Р),511442,
  527.,Бешгиоз,О,39 Млд,398815,
  528.,Бешенцево,О,83 З-Сиб (Р),841173,
  529.,Бибковщина,О,13 Бел,146823,
  530.,Бигайляй,П,12 Лит,127413,
  531.,Бизнеса Аугстскола Туриба,О,09 Лат,091033,
  532.,Бикбардинский,Б,24 Горьк (Р),258018,
  533.,Биликтуй,О,92 В-Сиб (Р),931914,
  534.,Билка,О,35 Льв (У),360339,
  535.,Бинагады,О,55 Азерб,546831,
  536.,Биргильда,О,80 Ю-Ур (Р),804831,
  537.,Бирзе,О,09 Лат,092137,
  538.,Бирзе Шаур (узк.),О,09 Лат,111519,
  539.,Бирки,О,40 Од (У),423114,
  540.,Биркино,О,17 Моск (Р),223625,
  541.,Бирок,О,35 Льв (У),358521,
  542.,Бирюки,О,32 Ю-Зап (У),343920,
  543.,Бирюлево-Пассажирская,О,17 Моск (Р),192959,
  544.,Бирюличи,О,13 Бел,135349,
  545.,Бирюсинский Мост,О,88 Крас (Р),887726,
  546.,Бисковичи,О,35 Льв (У),374967,
  547.,Битараплык,О,75 Трк,756021,
  548.,Битца,О,17 Моск (Р),191212,
  549.,Бишбатман,О,24 Горьк (Р),249057,
  550.,Бишигино,О,94 Заб (Р),948031,
  551.,Блабурхва,О,57 Грз,574140,
  552.,Благовичи,О,13 Бел,157921,
  553.,Благодатка,О,63 Кбш (Р),634712,
  554.,Благодатное,О,61 Прив (Р),624513,
  555.,Благословение,О,45 Придн (У),458331,
  556.,Блажевщина,О,13 Бел,168339,
  557.,Блидене,О,09 Лат,093128,
  558.,Ближнеосиновский,О,61 Прив (Р),615020,
  559.,Блины,О,76 Сверд (Р),763612,
  560.,Блужа,О,13 Бел,145426,
  561.,Блыдни,О,32 Ю-Зап (У),341728,
  562.,БЛЕКСИ АРЕНА,О,57 Грз,570722,
  563.,БМК,О,83 З-Сиб (Р),840113,
  564.,Бобки,О,76 Сверд (Р),764625,
  565.,Бобоквати,О,57 Грз,571212,
  566.,Бобрич,О,13 Бел,153526,
  567.,Бобровка,О,76 Сверд (Р),794019,
  568.,Бобровский,О,96 Д-Вост (Р),962414,
  569.,Бобровский Лес,О,83 З-Сиб (Р),842142,
  570.,Бобровый Лог,О,88 Крас (Р),891384,
  571.,Бобры,О,13 Бел,131298,
  572.,Бобры,О,13 Бел,137256,
  573.,Бовшев,О,35 Льв (У),388122,
  574.,Богатово,Х,10 Клг (Р),104873,
  575.,Богатырево,О,51 С-Кав (Р),543015,
  576.,Богатырская,О,58 Ю-Вост (Р),590228,
  577.,Богданешть,О,39 Млд,392024,
  578.,Богданка,О,32 Ю-Зап (У),328225,
  579.,Богдановка,О,32 Ю-Зап (У),323024,
  580.,Богдановка,О,32 Ю-Зап (У),328232,
  581.,Богдановка,О,40 Од (У),423260,
  582.,Богдановка-Каменка,О,35 Льв (У),361238,
  583.,Боголюбово,О,24 Горьк (Р),262723,
  584.,Богоносово,О,58 Ю-Вост (Р),585094,
  585.,Богуново,О,40 Од (У),423311,
  586.,Богунский,О,32 Ю-Зап (У),348229,
  587.,Богуславец,О,40 Од (У),424314,
  588.,Богутичи,О,13 Бел,151234,
  589.,Богушевка,О,13 Бел,135227,
  590.,Богчина,О,28 Сев (Р),306014,
  591.,Богчино,О,28 Сев (Р),306029,
  592.,Бодуны,О,17 Моск (Р),171327,
  593.,Боевский,О,76 Сверд (Р),795312,
  594.,Бойковщина,О,40 Од (У),424738,
  595.,Бокарево,Б,01 Окт (Р),051214,
  596.,Бокуны,О,13 Бел,135250,
  597.,Болград,О,40 Од (У),402404,
  598.,Болгуры,О,24 Горьк (Р),255630,
  599.,Болеховцы,О,35 Льв (У),376318,
  600.,Болниси,Х,57 Грз,564308,
  601.,Болотистое,О,01 Окт (Р),036322,
  602.,Болотиха,О,01 Окт (Р),054547,
  603.,Болотная,О,01 Окт (Р),040224,
  604.,Болотная,О,83 З-Сиб (Р),866039,
  605.,Болотная-Сахалинская,О,96 Д-Вост (Р),995210,
  606.,Болотницкая,О,01 Окт (Р),042412,
  607.,Болотный,О,92 В-Сиб (Р),920943,
  608.,Болото Мох,О,28 Сев (Р),297830,
  609.,Болотово,О,94 Заб (Р),948652,
  610.,Болтовое,О,76 Сверд (Р),773332,
  611.,Больница,О,13 Бел,155856,
  612.,Больница,О,58 Ю-Вост (Р),600913,
  613.,Больница,О,80 Ю-Ур (Р),800347,
  614.,Большаково-Новое,О,10 Клг (Р),104854,
  615.,Большая Алешня,О,58 Ю-Вост (Р),604030,
  616.,Большая Боёвка,О,58 Ю-Вост (Р),596830,
  617.,Большая Грязнуха,О,76 Сверд (Р),795331,
  618.,Большая Дмитровка,О,58 Ю-Вост (Р),584956,
  619.,Большая Елань,О,96 Д-Вост (Р),990611,
  620.,Большая Ельня,О,24 Горьк (Р),269440,
  621.,Большая Каменка,О,83 З-Сиб (Р),871150,
  622.,Большая Ния,О,76 Сверд (Р),762427,
  623.,Большая Поляна,О,76 Сверд (Р),793410,
  624.,Большая Речка,О,92 В-Сиб (Р),934715,
  625.,Большая Силаевка,О,63 Кбш (Р),642526,
  626.,Большая Слободка,О,28 Сев (Р),280115,
  627.,Большая Трифоновка,О,76 Сверд (Р),785838,
  628.,Большая Яблоновка,О,40 Од (У),420027,
  629.,Большие Брусяны,О,76 Сверд (Р),794625,
  630.,Большие Пузырьки,О,32 Ю-Зап (У),334211,
  631.,Большое Пивкозеро,О,28 Сев (Р),295322,
  632.,Большое Фролово,О,28 Сев (Р),311614,
  633.,Большой Гондыр,О,24 Горьк (Р),257918,
  634.,Большой Каймак,О,76 Сверд (Р),796156,
  635.,Большой Лог,О,51 С-Кав (Р),513645,
  636.,Большой Утлюг,О,45 Придн (У),475814,
  637.,Бондаревский,О,32 Ю-Зап (У),348515,
  638.,Бондюг,О,63 Кбш (Р),648950,
  639.,Боневичи,О,35 Льв (У),375014,
  640.,Бони,О,13 Бел,159043,
  641.,Бор,О,01 Окт (Р),020310,
  642.,Бор,О,01 Окт (Р),045410,
  643.,Борвинок,О,51 С-Кав (Р),529732,
  644.,Бордавичи,О,17 Моск (Р),179032,
  645.,Борец,О,17 Моск (Р),187024,
  646.,Борец Труда,О,51 С-Кав (Р),515814,
  647.,Боржоми-Парк,Б,57 Грз,577613,
  648.,Борзовая,О,35 Льв (У),354412,
  649.,Борзовка,О,17 Моск (Р),226638,
  650.,Борисовка,О,51 С-Кав (Р),520314,
  651.,Борисовка,О,80 Ю-Ур (Р),804511,
  652.,Борисовка,О,88 Крас (Р),886437,
  653.,Борисово,О,92 В-Сиб (Р),923246,
  654.,Борисовская,О,24 Горьк (Р),269417,
  655.,Борки,О,13 Бел,134224,
  656.,Борки,О,80 Ю-Ур (Р),829415,
  657.,Бормотово,П,83 З-Сиб (Р),861035,
  658.,Борница,О,01 Окт (Р),074216,
  659.,Боровая,П ,01 Окт (Р),028326,
  660.,Боровая,О,13 Бел,132534,
  661.,Боровая,О,01 Окт (Р),033057,
  662.,Боровка,О,13 Бел,157739,
  663.,Боровка,О,88 Крас (Р),882826,
  664.,Боровлянка,О,80 Ю-Ур (Р),827640,
  665.,Боровое,О,01 Окт (Р),023144,
  666.,Боровой,О,28 Сев (Р),298142,
  667.,Боровой,О,88 Крас (Р),890451,
  668.,Боровская,О,58 Ю-Вост (Р),590213,
  669.,Боровская-Южная,О,43 Южн (У),444381,
  670.,Боровское,О,80 Ю-Ур (Р),827513,
  671.,Боровушка,О,83 З-Сиб (Р),853734,
  672.,Бородкино,О,76 Сверд (Р),765016,
  673.,Бородчицы,О,35 Льв (У),378417,
  674.,Бороздиновка,О,58 Ю-Вост (Р),583826,
  675.,Борок,О,13 Бел,150636,
  676.,Борок,О,17 Моск (Р),221117,
  677.,Бороничево,О,01 Окт (Р),045529,
  678.,Борречье,О,13 Бел,153776,
  679.,Борсики,О,88 Крас (Р),886371,
  680.,Бортники,О,35 Льв (У),379119,
  681.,Борусов,О,35 Льв (У),378934,
  682.,Борцы,О,48 Дон (У),482752,
  683.,Борцы,О,89 89-я дорога,898650,
  684.,Борщевка,О,40 Од (У),406848,
  685.,Борщов,О,35 Льв (У),389125,
  686.,Борятино,О,83 З-Сиб (Р),831716,
  687.,Бослеви,О,57 Грз,576061,
  688.,Бостанлык,О,73 Узбк,721817,
  689.,Бостынь,О,13 Бел,139478,
  690.,Ботаника,О,73 Узбк,721319,
  691.,Ботаникури Баги,О,57 Грз,571316,
  692.,Ботаническая,О,76 Сверд (Р),780675,
  693.,Ботино,О,17 Моск (Р),232111,
  694.,Бочановка,О,01 Окт (Р),052823,
  695.,Бошняково,О,88 Крас (Р),893322,
  696.,Бояны,Б,35 Льв (У),366994,
  697.,Бояринцево,О,17 Моск (Р),228328,
  698.,Бояры,О,13 Бел,142324,
  699.,БОБЫЛИ,О,24 Горьк (Р),268414,
  700.,БОЗИНО,О,24 Горьк (Р),274358,
  701.,Бракшки,О,09 Лат,097612,
  702.,Бранное Поле,О,45 Придн (У),471512,
  703.,Бранное Поле,О,85 Крым (Р),868250,
  704.,Браны,О,35 Льв (У),357340,
  705.,Браса,О,09 Лат,090416,
  706.,Братки,О,48 Дон (У),508435,
  707.,Братки,О,84 84-я дорога,849654,
  708.,Братское,О,45 Придн (У),461629,
  709.,Братское Море,О,92 В-Сиб (Р),924925,
  710.,Братское Озеро,О,43 Южн (У),443828,
  711.,Братья Комаровы,О,24 Горьк (Р),253654,
  712.,Бригадирская,Б,58 Ю-Вост (Р),603860,
  713.,Бригадный,О,32 Ю-Зап (У),328174,
  714.,Бригадный,О,43 Южн (У),430014,
  715.,Бриги,О,09 Лат,112935,
  716.,Бриежи,О,09 Лат,091885,
  717.,Брикетная,О,17 Моск (Р),228012,
  718.,Брикетный,О,24 Горьк (Р),250942,
  719.,Брицаловичи,О,13 Бел,146429,
  720.,Бриштамак,О,63 Кбш (Р),653925,
  721.,Бродище,О,13 Бел,146452,
  722.,Бродница,О,13 Бел,133147,
  723.,Брожа,О,13 Бел,147493,
  724.,Бройлерная,О,92 В-Сиб (Р),937855,
  725.,Бронислав,О,13 Бел,152129,
  726.,Брохвичи (узк.),О,40 Од (У),408311,
  727.,Брошнев,О,35 Льв (У),387613,
  728.,Брусничное,О,01 Окт (Р),052522,
  729.,Брусы,О,17 Моск (Р),212423,
  730.,Брусяны,О,76 Сверд (Р),793919,
  731.,Брылево,П,01 Окт (Р),068624,
  732.,Брынза,О,39 Млд,397653,
  733.,Брынь,О,17 Моск (Р),185264,
  734.,Бубнов,О,35 Льв (У),353123,
  735.,Бубново,О,01 Окт (Р),067617,
  736.,Бубяково,О,17 Моск (Р),236521,
  737.,Будасси,О,01 Окт (Р),014573,
  738.,Будвечяй,О,12 Лит,124010,
  739.,Будка,О,76 Сверд (Р),780124,
  740.,Будотень,О,13 Бел,150551,
  741.,Буды,О,13 Бел,139618,
  742.,Будьки,О,32 Ю-Зап (У),330066,
  743.,Бузан-Пристань,О,61 Прив (Р),617416,
  744.,Бузюк,О,88 Крас (Р),893712,
  745.,Буйволовецкий,О,32 Ю-Зап (У),333721,
  746.,Буйректобе,О,68 Кзх,669849,
  747.,Буклевское,О,43 Южн (У),446737,
  748.,Букнари,О,57 Грз,571231,
  749.,Букреевка,О,17 Моск (Р),217427,
  750.,Булатниково,О,17 Моск (Р),192944,
  751.,Булдури,О,09 Лат,097129,
  752.,Бумажково,О,13 Бел,147328,
  753.,Бумбэта,О,39 Млд,391820,
  754.,Бунгур,О,83 З-Сиб (Р),864071,
  755.,Буравщина,О,92 В-Сиб (Р),933322,
  756.,Бураки,О,76 Сверд (Р),762554,
  757.,Бурбулатовская,О,48 Дон (У),493615,
  758.,Буревестник,О,24 Горьк (Р),269347,
  759.,Буревестник,О,96 Д-Вост (Р),984315,
  760.,Бурелом,О,17 Моск (Р),225226,
  761.,Буренино,О,24 Горьк (Р),266813,
  762.,Буреничево,О,83 З-Сиб (Р),871130,
  763.,Буркин Буерак,О,61 Прив (Р),621133,
  764.,Бурлаки,О,76 Сверд (Р),785819,
  765.,Бурли- Казахский,О,68 Кзх,692722,
  766.,Бурлуцкий,О,43 Южн (У),430527,
  767.,Бурма,О,68 Кзх,675731,
  768.,Бурсяк,О,76 Сверд (Р),784017,
  769.,Бурундучиха,О,28 Сев (Р),307816,
  770.,Буруны,О,61 Прив (Р),541645,
  771.,Бурцевская,О,24 Горьк (Р),240137,
  772.,Бускускан,О,83 З-Сиб (Р),862625,
  773.,Буслы,О,13 Бел,155240,
  774.,Бусовиско,О,35 Льв (У),375527,
  775.,Бутаки,О,80 Ю-Ур (Р),800258,
  776.,Бутиха,О,92 В-Сиб (Р),936513,
  777.,Бутово,Х,17 Моск (Р),191119,
  778.,Бухаловский Переезд,О,01 Окт (Р),062312,
  779.,Бухличи,О,13 Бел,139228,
  780.,Бухта,О,94 Заб (Р),949320,
  781.,Буценовка,О,40 Од (У),405544,
  782.,Буцнев,О,35 Льв (У),362531,
  783.,Бушевка,О,13 Бел,155216,
  784.,Бушево,О,32 Ю-Зап (У),344113,
  785.,Бушинка,О,32 Ю-Зап (У),331618,
  786.,БУРТАСЫ,О,24 Горьк (Р),245450,
  787.,БЦБК,О,92 В-Сиб (Р),933731,
  788.,Бызово,О,83 З-Сиб (Р),864230,
  789.,Быльчино,О,01 Окт (Р),055610,
  790.,Быстрица,О,35 Льв (У),388419,
  791.,Быстрогорский,О,51 С-Кав (Р),587916,
  792.,Быструха,О ,24 Горьк (Р),266211,
  793.,Бытень,О,13 Бел,134313,
  794.,Бытовик,О,61 Прив (Р),623787,
  795.,Бытовик,О,92 В-Сиб (Р),931613,
  796.,Бэюш,О,39 Млд,397210,
  797.,Бюрганы,О,24 Горьк (Р),249413,
  798.,Бябрулишке,О,12 Лит,124038,
  799.,Бявандянишкес,О,12 Лит,120927,
  800.,Бянкино,О,94 Заб (Р),948154,
  801.,Бярчюнай,О,12 Лит,127216,
  802.,Ваабина,О,08 Эст,085545,
  803.,Вагановка,О,76 Сверд (Р),772912,
  804.,Ваганово,О,01 Окт (Р),036318,
  805.,Ваганово,О,28 Сев (Р),303622,
  806.,Вагонник,О,83 З-Сиб (Р),832649,
  807.,Вагонное Депо,О,58 Ю-Вост (Р),438389,
  808.,Вагонное Депо,О,61 Прив (Р),620067,
  809.,Вагонное Депо,О,92 В-Сиб (Р),920074,
  810.,Вагонное Депо,О,01 Окт (Р),037043,
  811.,Вагонозавод,О,43 Южн (У),425317,
  812.,Вагону Паркс,О,09 Лат,095029,
  813.,Вагула,О,08 Эст,085511,
  814.,Вадаксте,О,09 Лат,099529,
  815.,Вадул-Луй-Исак,О,39 Млд,396742,
  816.,Вазерки,О,63 Кбш (Р),630618,
  817.,Вазисубани,О,57 Грз,562213,
  818.,Вазуза,О,17 Моск (Р),173841,
  819.,Вайвари,О,09 Лат,097241,
  820.,Вайнава,О,09 Лат,113317,
  821.,Вакуленчук,О,32 Ю-Зап (У),342114,
  822.,Валас,О,01 Окт (Р),014465,
  823.,Валгеметса,О,08 Эст,084951,
  824.,Валговицы,О,01 Окт (Р),074521,
  825.,Валентиновка,О,17 Моск (Р),235016,
  826.,Валень,О,39 Млд,397649,
  827.,Валтово,Б,24 Горьк (Р),243722,
  828.,Валуйки-Сортировочные,О,58 Ю-Вост (Р),438355,
  829.,Валуйская,О,48 Дон (У),507377,
  830.,Валуйская,О,84 84-я дорога,849175,
  831.,Вальяновка,О,48 Дон (У),491624,
  832.,Валява,О,40 Од (У),422342,
  833.,Вана-Куусте,О,08 Эст,084913,
  834.,Ваневка,О,76 Сверд (Р),765711,
  835.,Ванзозеро,О,01 Окт (Р),011433,
  836.,Ванилевичи,О,13 Бел,139143,
  837.,Ванчиковцы,Б,35 Льв (У),367126,
  838.,Ванчур,О,17 Моск (Р),221136,
  839.,Ванюши,О,80 Ю-Ур (Р),829631,
  840.,Ваняты,О,24 Горьк (Р),261913,
  841.,Вапнярки,О,35 Льв (У),368330,
